Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SF2JJ1CA,2024.03,2609.042,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2024.06,2676.377,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2024.09,2779.349,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2024.12,3124.021,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2025.03,2781.905,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJCA,2016.06,1970.738,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2016.09,2206.073,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2016.12,2125.183,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2017.03,2005.618,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2017.06,2130.263,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2017.09,2249.979,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2017.12,2102.66,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2018.03,2006.725,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2018.06,2035.142,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2018.09,2129.167,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2018.12,2232.89,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2019.03,2129.856,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2019.06,2300.842,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2019.09,2321.751,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2019.12,2423.456,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2020.03,2125.17,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2020.06,1851.64,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2020.09,2180.023,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2020.12,2362.876,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2021.03,2202.698,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2021.06,2290.544,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2021.09,2417.397,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2021.12,2731.315,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2022.03,2414.98,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2022.06,2527.329,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2022.09,2718.618,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2022.12,2882.183,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2023.03,2709.429,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2023.06,2787.094,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2023.09,2916.883,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2023.12,2888.057,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2024.03,2609.042,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2024.06,2676.377,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2024.09,2779.349,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2024.12,3124.021,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2JJCA,2025.03,2781.905,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF2LL1CA,2016.06,3666.144,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2016.09,3753.868,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2016.12,3883.048,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2017.03,3609.321,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2017.06,3755.61,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2017.09,3853.619,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2017.12,4244.373,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2018.03,3919.556,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2018.06,4239.028,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2018.09,4336.773,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2018.12,4788.088,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2019.03,4337.574,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2019.06,4499.564,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
